Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
CASR	gene	CASR	Expert Review Green;Literature	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Hypocalciuric hypercalcemia, type I, MIM#	145980;Hypocalciuric Hypercalcemic;Hyperparathyroidism;paroxysmal dyskinesia;brain calcification"			Dystonia;HP:0001332	34913197		False	3	100;0;0	1.126	True		ENSG00000036828	ENSG00000036828	HGNC:1514													
CLCN1	gene	CLCN1	Expert Review Green;Expert Review	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Myotonia congenita, dominant, MIM#	160800;Myotonia congenita, recessive, MIM#	255700"			Dystonia;HP:0001332			False	3	100;0;0	1.126	True		ENSG00000188037	ENSG00000188037	HGNC:2019													
CLDN5	gene	CLDN5	Expert Review Green;Literature	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Syndromic disorder, MONDO:0002254, CLDN5-related;familial migraine;alternating hemiplegia;hemiplegic migraine;brain calcification;acquired microcephaly;epilepsy			Dystonia;HP:0001332	35714222;36825455		False	3	100;0;0	1.126	True		ENSG00000184113	ENSG00000184113	HGNC:2047													
CLN3	gene	CLN3	Expert Review Green;Expert list	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Ceroid lipofuscinosis, neuronal, 3	204200"			Dystonia;HP:0001332	19353721		False	3	100;0;0	1.126	True		ENSG00000188603	ENSG00000188603	HGNC:2074													
COASY	gene	COASY	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	COASY protein-associated neurodegeneration;Neurodegeneration with brain iron accumulation 6 615643			Dystonia;HP:0001332			False	3	0;0;0	1.126	False		ENSG00000068120	ENSG00000068120	HGNC:29932													
COQ8A	gene	COQ8A	Expert Review Green;Expert list	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Coenzyme Q10 deficiency, primary, 4, MIM#	612016"			Dystonia;HP:0001332	32337771		False	3	100;0;0	1.126	True		ENSG00000163050	ENSG00000163050	HGNC:16812													
CP	gene	CP	Expert Review Green;Royal Melbourne Hospital;Victorian Clinical Genetics Services	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Aceruloplasminaemia, MIM#604290			Dystonia;HP:0001332			False	3	100;0;0	1.126	True		ENSG00000047457	ENSG00000047457	HGNC:2295													
CYP27A1	gene	CYP27A1	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cerebrotendinous xanthomatosis, MIM# 213700;Cholestanol storage disease;Dystonia			Dystonia;HP:0001332	19373932;21531161;25424010		False	3	100;0;0	1.126	True		ENSG00000135929	ENSG00000135929	HGNC:2605													
DCAF17	gene	DCAF17	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Woodhouse-Sakati syndrome;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	1.126	False		ENSG00000115827	ENSG00000115827	HGNC:25784													
DDC	gene	DDC	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Aromatic L-amino acid decarboxylase deficiency, 608643;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	1.126	False		ENSG00000132437	ENSG00000132437	HGNC:2719													
DLAT	gene	DLAT	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Pyruvate dehydrogenase E2 deficiency 245348;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	1.126	False		ENSG00000150768	ENSG00000150768	HGNC:2896													
DLAT	gene	DLAT	Expert Review Green;Literature	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Pyruvate dehydrogenase E2 deficiency, MIM# 245348;Episodic dystonia (Exercise induced or without clear trigger)			Dystonia;HP:0001332	20022530;29093066		False	3	100;0;0	1.126	True		ENSG00000150768	ENSG00000150768	HGNC:2896													
DNAJC12	gene	DNAJC12	Expert Review Green;Royal Melbourne Hospital;Victorian Clinical Genetics Services	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperphenylalaninemia, mild, non-BH4-deficient, 617384			Dystonia;HP:0001332			False	3	100;0;0	1.126	True		ENSG00000108176	ENSG00000108176	HGNC:28908													
ECHS1	gene	ECHS1	Expert Review Green;Literature	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency, MIM# 616277;paroxysmal dyskinesia (isolated or with other features of a mitochondrial disease)			Dystonia;HP:0001332	27090768;28039521		False	3	100;0;0	1.126	True		ENSG00000127884	ENSG00000127884	HGNC:3151													
ECHS1	gene	ECHS1	Expert Review Green;Expert Review	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency, MIM#	616277"			Dystonia;HP:0001332	32677093;32858208		False	3	100;0;0	1.126	True		ENSG00000127884	ENSG00000127884	HGNC:3151													
ECHS1	gene	ECHS1	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency 616277;Dystonia			Dystonia;HP:0001332	32858208		False	3	100;0;0	1.126	True		ENSG00000127884	ENSG00000127884	HGNC:3151													
EIF2AK2	gene	EIF2AK2	Expert Review Green;Expert Review	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability;white matter abnormalities;ataxia;regression with febrile illness;early onset dystonia			Dystonia;HP:0001332	33236446;33866603		False	3	100;0;0	1.126	True		ENSG00000055332	ENSG00000055332	HGNC:9437													
EIF2AK2	gene	EIF2AK2	Expert Review Green;Expert Review	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Dystonia 33, MIM# 619687			Dystonia;HP:0001332	PMID: 35146068;PMID: 33236446;PMID: 33866603		False	3	100;0;0	1.126	True		ENSG00000055332	ENSG00000055332	HGNC:9437													
EIF4A2	gene	EIF4A2	Expert Review Green;Literature	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with hypotonia and speech delay, with or without seizures, MIM# 620455			Dystonia;HP:0001332	37485550		False	3	100;0;0	1.126	True		ENSG00000156976	ENSG00000156976	HGNC:3284													
FA2H	gene	FA2H	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dystonia;Spastic paraplegia 35, autosomal recessive 612319;fatty acid hydroxylase-associated neurodegeneration			Dystonia;HP:0001332			False	3	0;0;0	1.126	False		ENSG00000103089	ENSG00000103089	HGNC:21197													
FBXO28	gene	FBXO28	Expert Review Green;Literature	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental and epileptic encephalopathy 100, MIM# 619777			Dystonia;HP:0001332	33280099		False	3	100;0;0	1.126	True		ENSG00000143756	ENSG00000143756	HGNC:29046													
FBXO7	gene	FBXO7	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	juvenile parkinsonism;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	1.126	False		ENSG00000100225	ENSG00000100225	HGNC:13586													
FITM2	gene	FITM2	Expert Review Green;Expert list	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Siddiqi syndrome MIM#618635;dystonia;deafness			Dystonia;HP:0001332	28067622;30214770;30288795		False	3	100;0;0	1.126	True		ENSG00000197296	ENSG00000197296	HGNC:16135													
FOXG1	gene	FOXG1	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Rett syndrome, congenital variant;Dystonia			Dystonia;HP:0001332	27029630		False	3	100;0;0	1.126	True		ENSG00000176165	ENSG00000176165	HGNC:3811													
FTL	gene	FTL	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodegeneration with brain iron accumulation 3 606159			Dystonia;HP:0001332			False	3	0;0;0	1.126	False		ENSG00000087086	ENSG00000087086	HGNC:3999													
FUCA1	gene	FUCA1	Expert Review Green;Expert list	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Fucosidosis, MIM#230000			Dystonia;HP:0001332	31064022		False	3	100;0;0	1.126	True		ENSG00000179163	ENSG00000179163	HGNC:4006													
GABRB3	gene	GABRB3	Expert Review Green;Literature	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental and epileptic encephalopathy 43 MIM#617113			Dystonia;HP:0001332	37647766		False	3	100;0;0	1.126	True	Other	ENSG00000166206	ENSG00000166206	HGNC:4083													
GABRB3	gene	GABRB3	Expert Review Green;Literature	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental and epileptic encephalopathy 43 MIM#617113			Dystonia;HP:0001332	37647766		False	3	100;0;0	1.126	True	Other	ENSG00000166206	ENSG00000166206	HGNC:4083													
GALT	gene	GALT	Expert Review Green;Expert list	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Galactosemia,	MIM#230400"			Dystonia;HP:0001332	30718057		False	3	100;0;0	1.126	True		ENSG00000213930	ENSG00000213930	HGNC:4135													
GAMT	gene	GAMT	Expert Review Green;Expert list	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cerebral creatine deficiency syndrome 2 MIM#612736			Dystonia;HP:0001332	19027335;33996490;12557293;19288536;16855203		False	3	50;0;50	1.126	True		ENSG00000130005	ENSG00000130005	HGNC:4136													
GBA	gene	GBA	Expert Review Green;Expert list	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Gaucher disease, type III, MIM#	231000"			Dystonia;HP:0001332	27789132		False	3	100;0;0	1.126	True		ENSG00000177628	ENSG00000177628	HGNC:4177													
GCDH	gene	GCDH	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Glutaric aciduria, type 1;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	1.126	False		ENSG00000105607	ENSG00000105607	HGNC:4189													
GCH1	gene	GCH1	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Dystonia, DOPA-responsive, with or without hyperphenylalaninemia, MIM# 128230			Dystonia;HP:0001332	7874165;11113234;15753436		False	3	100;0;0	1.126	True		ENSG00000131979	ENSG00000131979	HGNC:4193													
GCH1	gene	GCH1	Expert Review Green;Literature	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	"Dopa-responsive dystonia;exercise-induced dystonia;Dystonia, DOPA-responsive, with or without hyperphenylalaninemia	128230"			Dystonia;HP:0001332			False	3	100;0;0	1.126	True		ENSG00000131979	ENSG00000131979	HGNC:4193													
GJC2	gene	GJC2	Expert Review Green;Expert list	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Leukodystrophy, hypomyelinating, 2, MIM#	608804"			Dystonia;HP:0001332	15192806;18094336		False	3	100;0;0	1.126	True		ENSG00000198835	ENSG00000198835	HGNC:17494													
GLB1	gene	GLB1	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Infantile GM1 gangliosidosis			Dystonia;HP:0001332			False	3	0;0;0	1.126	False		ENSG00000170266	ENSG00000170266	HGNC:4298													
GLRA1	gene	GLRA1	Expert Review Green;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hyperekplexia 1, MIM# 149400			Dystonia;HP:0001332	8298642;16832093		False	3	100;0;0	1.126	True		ENSG00000145888	ENSG00000145888	HGNC:4326													
GLRB	gene	GLRB	Expert Review Green;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperekplexia 2, MIM# 614619			Dystonia;HP:0001332	21391991;11929858;27843043		False	3	100;0;0	1.126	True		ENSG00000109738	ENSG00000109738	HGNC:4329													
GM2A	gene	GM2A	Expert Review Green;Expert list	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	GM2-gangliosidosis, AB variant, MIM#272750			Dystonia;HP:0001332			False	3	100;0;0	1.126	True		ENSG00000196743	ENSG00000196743	HGNC:4367													
GNAL	gene	GNAL	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Dystonia 25, MIM# 615073;MONDO:0014033			Dystonia;HP:0001332	23222958;33175450;32180288		False	3	100;0;0	1.126	True		ENSG00000141404	ENSG00000141404	HGNC:4388													
GNAO1	gene	GNAO1	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodevelopmental disorder with involuntary movements, 617493			Dystonia;HP:0001332	28747448;30682224		False	3	100;0;0	1.126	True	Other	ENSG00000087258	ENSG00000087258	HGNC:4389													
GNAO1	gene	GNAO1	Expert Review Green;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Epileptic encephalopathy, early infantile, 17;Neurodevelopmental disorder with involuntary movements			Dystonia;HP:0001332	28747448;30682224		False	3	100;0;0	1.126	True	Other	ENSG00000087258	ENSG00000087258	HGNC:4389													
GNB1	gene	GNB1	Expert Review Green;Royal Melbourne Hospital	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mental retardation, autosomal dominant 42, MIM# 616973;Myoclonus dystonia			Dystonia;HP:0001332	30194818;27108799;27668284;31034681		False	3	100;0;0	1.126	True		ENSG00000078369	ENSG00000078369	HGNC:4396													
GRIN1	gene	GRIN1	Expert Review Green;Expert list	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant, MIM# 614254;Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive, MIM# 617820			Dystonia;HP:0001332	29365063;27164704;27164704;28051072		False	3	100;0;0	1.126	True		ENSG00000176884	ENSG00000176884	HGNC:4584													
GRN	gene	GRN	Expert Review Green;Expert list	Dystonia_Superpanel		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	"Frontotemporal lobar degeneration with ubiquitin-positive inclusions,	MIM#607485"			Dystonia;HP:0001332			False	3	100;0;0	1.126	True		ENSG00000030582	ENSG00000030582	HGNC:4601													
