Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
SCN2A	gene	SCN2A	Expert Review Green;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	Unknown				Paroxysmal dyskinesia;HP:0007166			False	3	0;0;0	0.125	False		ENSG00000136531	ENSG00000136531	HGNC:10588													
SCN4A	gene	SCN4A	Expert Review Green;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	Unknown				Paroxysmal dyskinesia;HP:0007166			False	3	0;0;0	0.125	False		ENSG00000007314	ENSG00000007314	HGNC:10591													
SCN8A	gene	SCN8A	Expert Review Green;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	Unknown				Paroxysmal dyskinesia;HP:0007166			False	3	0;0;0	0.125	False		ENSG00000196876	ENSG00000196876	HGNC:10596													
SLC16A2	gene	SLC16A2	Expert list;Expert Review Green	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Allan-Herndon-Dudley syndrome, MIM# 300523;paroxysmal dyskinesia (passive movement trigger);neurodevelopmental disability, hypotonia			Paroxysmal dyskinesia;HP:0007166	15980113;31410843;20301789		False	3	100;0;0	0.125	True		ENSG00000147100	ENSG00000147100	HGNC:10923													
SLC1A3	gene	SLC1A3	Expert Review Green;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Episodic ataxia, type 6, MIM# 612656			Paroxysmal dyskinesia;HP:0007166	19139306;16116111;29208948;27829685		False	3	100;0;0	0.125	True		ENSG00000079215	ENSG00000079215	HGNC:10941													
SLC2A1	gene	SLC2A1	Expert Review Green;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	Unknown				Paroxysmal dyskinesia;HP:0007166			False	3	0;0;0	0.125	False		ENSG00000117394	ENSG00000117394	HGNC:11005													
SLC6A5	gene	SLC6A5	Expert Review Green;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Hyperekplexia 3, MIM# 614618			Paroxysmal dyskinesia;HP:0007166	31604777;30847549;29859229;16751771		False	3	100;0;0	0.125	True		ENSG00000165970	ENSG00000165970	HGNC:11051													
SPR	gene	SPR	Expert Review Green;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	Unknown				Paroxysmal dyskinesia;HP:0007166			False	3	0;0;0	0.125	False		ENSG00000116096	ENSG00000116096	HGNC:11257													
TBC1D24	gene	TBC1D24	Expert list;Expert Review Green	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Epilepsy, rolandic, with proxysmal exercise-induce dystonia and writer's cramp, MIM# 608105;Episodic dystonia (Exercise induced or without clear trigger);epilepsy;myoclonus;hearing loss			Paroxysmal dyskinesia;HP:0007166	PMID 31257402;PMID 31226716;PMID 25719194		False	3	100;0;0	0.125	True		ENSG00000162065	ENSG00000162065	HGNC:29203													
TMEM151A	gene	TMEM151A	Expert Review Green;Literature	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Paroxysmal Kinesigenic Dyskinesia;episodic kinesigenic dyskinesia MONDO:0044202			Paroxysmal dyskinesia;HP:0007166	34820915;34518509		False	3	100;0;0	0.125	False		ENSG00000179292	ENSG00000179292	HGNC:28497													
ABAT	gene	ABAT	Expert Review Amber;Literature	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	GABA-transaminase deficiency, MIM# 613163;intellectual disability;autism;DEE;epilepsy;paroxysmal dyskinesia			Paroxysmal dyskinesia;HP:0007166	30617166		False	2	0;100;0	0.125	True		ENSG00000183044	ENSG00000183044	HGNC:23													
ATP7B	gene	ATP7B	Expert Review Amber;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Wilson disease, MIM# 277900			Paroxysmal dyskinesia;HP:0007166	32662046		False	2	0;100;0	0.125	True		ENSG00000123191	ENSG00000123191	HGNC:870													
CACNB4	gene	CACNB4	Expert Review Amber;Royal Children's Hospital Neurology Department;Victorian Clinical Genetics Services	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Episodic ataxia, type 5, MIM#613855			Paroxysmal dyskinesia;HP:0007166	10762541;9628818;27003325		False	2	0;100;0	0.125	True		ENSG00000182389	ENSG00000182389	HGNC:1404													
JPH3	gene	JPH3	Expert Review Amber;Literature	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	paroxysmal dystonia, intellectual disability			Paroxysmal dyskinesia;HP:0007166	PMID: 36273396		False	2	50;50;0	0.125	True		ENSG00000154118	ENSG00000154118	HGNC:14203													
NBEA	gene	NBEA	Expert Review Amber;Literature	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with or without early-onset generalized epilepsy, MIM# 619157;Paroxysmal Kinesigenic Dyskinesia;DEE;autism;intellectual disability			Paroxysmal dyskinesia;HP:0007166	33692494		False	2	0;100;0	0.125	True		ENSG00000172915	ENSG00000172915	HGNC:7648													
PRKN	gene	PRKN	Expert Review Amber;Literature	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Parkinson disease, juvenile, type 2 MIM#600116;paroxysmal exercise induced dyskinesia;fasting induced dyskinesia;early onset parkinsonism			Paroxysmal dyskinesia;HP:0007166	37205242		False	2	0;100;0	0.125	True		ENSG00000185345	ENSG00000185345	HGNC:8607													
SHQ1	gene	SHQ1	Expert Review Amber;Literature	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with dystonia and seizures, MIM# 619922			Paroxysmal dyskinesia;HP:0007166	36847845		False	2	50;50;0	0.125	True		ENSG00000144736	ENSG00000144736	HGNC:25543													
XPR1	gene	XPR1	Expert Review Amber;Literature	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Basal ganglia calcification, idiopathic, 6, MIM# 616413;brain calcification;basal ganglia calcification;paroxysmal dyskinesia;epilepsy;DEE			Paroxysmal dyskinesia;HP:0007166	33433330		False	2	0;100;0	0.125	True		ENSG00000143324	ENSG00000143324	HGNC:12827													
SLC20A2	gene	SLC20A2	Expert list;Expert Review Red	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Basal ganglia calcification, idiopathic, 1, MIM# 213600;Paroxysmal kinesigenic dyskinesia			Paroxysmal dyskinesia;HP:0007166	22327515;23334463;24411498		False	1	0;0;100	0.125	True		ENSG00000168575	ENSG00000168575	HGNC:10947													
UBR4	gene	UBR4	Expert list;Expert Review Red	Paroxysmal Dyskinesia		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	early onset episodic ataxia;nystagmus;myokymia;tremor			Paroxysmal dyskinesia;HP:0007166	23982692;29062094		False	1	0;0;100	0.125	True		ENSG00000127481	ENSG00000127481	HGNC:30313													
