Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
CYP27A1	gene	CYP27A1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cerebrotendinous xanthomatosis, MIM# 213700;Cholestanol storage disease;Dystonia			Dystonia;HP:0001332	19373932;21531161;25424010		False	3	100;0;0	0.232	True		ENSG00000135929	ENSG00000135929	HGNC:2605													
DCAF17	gene	DCAF17	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Woodhouse-Sakati syndrome;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000115827	ENSG00000115827	HGNC:25784													
DDC	gene	DDC	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Aromatic L-amino acid decarboxylase deficiency, 608643;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000132437	ENSG00000132437	HGNC:2719													
DLAT	gene	DLAT	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Pyruvate dehydrogenase E2 deficiency 245348;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000150768	ENSG00000150768	HGNC:2896													
DNAJC12	gene	DNAJC12	Expert Review Green;Royal Melbourne Hospital;Victorian Clinical Genetics Services	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Hyperphenylalaninemia, mild, non-BH4-deficient, 617384			Dystonia;HP:0001332			False	3	100;0;0	0.232	True		ENSG00000108176	ENSG00000108176	HGNC:28908													
ECHS1	gene	ECHS1	Expert Review;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Mitochondrial short-chain enoyl-CoA hydratase 1 deficiency, MIM#	616277"			Dystonia;HP:0001332	32677093;32858208		False	3	100;0;0	0.232	True		ENSG00000127884	ENSG00000127884	HGNC:3151													
EIF2AK2	gene	EIF2AK2	Expert Review;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Intellectual disability;white matter abnormalities;ataxia;regression with febrile illness;early onset dystonia			Dystonia;HP:0001332	33236446;33866603		False	3	100;0;0	0.232	True		ENSG00000055332	ENSG00000055332	HGNC:9437													
EIF4A2	gene	EIF4A2	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with hypotonia and speech delay, with or without seizures, MIM# 620455			Dystonia;HP:0001332	37485550		False	3	100;0;0	0.232	True		ENSG00000156976	ENSG00000156976	HGNC:3284													
FA2H	gene	FA2H	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dystonia;Spastic paraplegia 35, autosomal recessive 612319;fatty acid hydroxylase-associated neurodegeneration			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000103089	ENSG00000103089	HGNC:21197													
FBXO28	gene	FBXO28	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental and epileptic encephalopathy 100, MIM# 619777			Dystonia;HP:0001332	33280099		False	3	100;0;0	0.232	True		ENSG00000143756	ENSG00000143756	HGNC:29046													
FBXO7	gene	FBXO7	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	juvenile parkinsonism;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000100225	ENSG00000100225	HGNC:13586													
FITM2	gene	FITM2	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Siddiqi syndrome MIM#618635;dystonia;deafness			Dystonia;HP:0001332	28067622;30214770;30288795		False	3	100;0;0	0.232	True		ENSG00000197296	ENSG00000197296	HGNC:16135													
FOXG1	gene	FOXG1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Rett syndrome, congenital variant;Dystonia			Dystonia;HP:0001332	27029630		False	3	100;0;0	0.232	True		ENSG00000176165	ENSG00000176165	HGNC:3811													
FTL	gene	FTL	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodegeneration with brain iron accumulation 3 606159			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000087086	ENSG00000087086	HGNC:3999													
FUCA1	gene	FUCA1	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Fucosidosis, MIM#230000			Dystonia;HP:0001332	31064022		False	3	100;0;0	0.232	True		ENSG00000179163	ENSG00000179163	HGNC:4006													
GALT	gene	GALT	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Galactosemia,	MIM#230400"			Dystonia;HP:0001332	30718057		False	3	100;0;0	0.232	True		ENSG00000213930	ENSG00000213930	HGNC:4135													
GAMT	gene	GAMT	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Cerebral creatine deficiency syndrome 2 MIM#612736			Dystonia;HP:0001332	19027335;33996490;12557293;19288536;16855203		False	3	50;0;50	0.232	True		ENSG00000130005	ENSG00000130005	HGNC:4136													
GBA	gene	GBA	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Gaucher disease, type III, MIM#	231000"			Dystonia;HP:0001332	27789132		False	3	100;0;0	0.232	True		ENSG00000177628	ENSG00000177628	HGNC:4177													
GCDH	gene	GCDH	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Glutaric aciduria, type 1;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000105607	ENSG00000105607	HGNC:4189													
GJC2	gene	GJC2	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Leukodystrophy, hypomyelinating, 2, MIM#	608804"			Dystonia;HP:0001332	15192806;18094336		False	3	100;0;0	0.232	True		ENSG00000198835	ENSG00000198835	HGNC:17494													
GLB1	gene	GLB1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Infantile GM1 gangliosidosis			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000170266	ENSG00000170266	HGNC:4298													
GM2A	gene	GM2A	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	GM2-gangliosidosis, AB variant, MIM#272750			Dystonia;HP:0001332			False	3	100;0;0	0.232	True		ENSG00000196743	ENSG00000196743	HGNC:4367													
GNAO1	gene	GNAO1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodevelopmental disorder with involuntary movements, 617493			Dystonia;HP:0001332	28747448;30682224		False	3	100;0;0	0.232	True	Other	ENSG00000087258	ENSG00000087258	HGNC:4389													
GNB1	gene	GNB1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Mental retardation, autosomal dominant 42, MIM# 616973;Myoclonus dystonia			Dystonia;HP:0001332	30194818;27108799;27668284;31034681		False	3	100;0;0	0.232	True		ENSG00000078369	ENSG00000078369	HGNC:4396													
GRIN1	gene	GRIN1	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal dominant, MIM# 614254;Neurodevelopmental disorder with or without hyperkinetic movements and seizures, autosomal recessive, MIM# 617820			Dystonia;HP:0001332	29365063;27164704;27164704;28051072		False	3	100;0;0	0.232	True		ENSG00000176884	ENSG00000176884	HGNC:4584													
GRN	gene	GRN	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	"Frontotemporal lobar degeneration with ubiquitin-positive inclusions,	MIM#607485"			Dystonia;HP:0001332			False	3	100;0;0	0.232	True		ENSG00000030582	ENSG00000030582	HGNC:4601													
GTPBP2	gene	GTPBP2	Expert Review;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Jaberi-Elahi syndrome, MIM#617988			Dystonia;HP:0001332	26675814;29449720;30790272		False	3	100;0;0	0.232	True		ENSG00000172432	ENSG00000172432	HGNC:4670													
HIBCH	gene	HIBCH	Expert Review;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"3-hydroxyisobutryl-CoA hydrolase deficiency, MIM#	250620"			Dystonia;HP:0001332	26026795;25251209;24299452;32677093		False	3	100;0;0	0.232	True		ENSG00000198130	ENSG00000198130	HGNC:4908													
HPRT1	gene	HPRT1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, biallelic mutations in females	Lesch-Nyhan syndrome;Dystonia			Dystonia;HP:0001332	20301328		False	3	100;0;0	0.232	True		ENSG00000165704	ENSG00000165704	HGNC:5157													
HTRA2	gene	HTRA2	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	3-methylglutaconic aciduria, type VIII 617248			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000115317	ENSG00000115317	HGNC:14348													
IMPDH2	gene	IMPDH2	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with dystonia			Dystonia;HP:0001332	PMID: 33098801		False	3	100;0;0	0.232	True		ENSG00000178035	ENSG00000178035	HGNC:6053													
IRF2BPL	gene	IRF2BPL	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures 618088			Dystonia;HP:0001332	PMID: 30057031;30166628		False	3	100;0;0	0.232	True		ENSG00000119669	ENSG00000119669	HGNC:14282													
KIF1A	gene	KIF1A	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Dystonia;spastic paraplegia;intellectual disability			Dystonia;HP:0001332	32096284;32935419		False	3	100;0;0	0.232	False		ENSG00000130294	ENSG00000130294	HGNC:888													
L2HGDH	gene	L2HGDH	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	L-2-hydroxyglutaric aciduria MIM#236792			Dystonia;HP:0001332	24753671;18780161;15824270;10399870		False	3	100;0;0	0.232	True		ENSG00000087299	ENSG00000087299	HGNC:20499													
MARS2	gene	MARS2	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic ataxia 3, autosomal recessive MIM#611390			Dystonia;HP:0001332	16672289;22448145		False	3	100;0;0	0.232	True		ENSG00000247626	ENSG00000247626	HGNC:25133													
MECR	gene	MECR	Expert Review;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities, MIM# 617282;MONDO:0015003			Dystonia;HP:0001332	27817865;33401012;31137067;31070877		False	3	100;0;0	0.232	True		ENSG00000116353	ENSG00000116353	HGNC:19691													
MED27	gene	MED27	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Intellectual disability;cerebellar hypoplasia;dystonia			Dystonia;HP:0001332	33443317		False	3	100;0;0	0.232	False		ENSG00000160563	ENSG00000160563	HGNC:2377													
NKX2-1	gene	NKX2-1	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Chorea, hereditary benign MIM#118700;Choreoathetosis, hypothyroidism, and neonatal respiratory distress MIM#610978			Dystonia;HP:0001332	24714694;30186310		False	3	100;0;0	0.232	True		ENSG00000136352	ENSG00000136352	HGNC:11825													
NKX6-2	gene	NKX6-2	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy 617560			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000148826	ENSG00000148826	HGNC:19321													
NPC1	gene	NPC1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Niemann-Pick disease type C1			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000141458	ENSG00000141458	HGNC:7897													
NPC2	gene	NPC2	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Niemann-Pick disease type C2;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000119655	ENSG00000119655	HGNC:14537													
NR4A2	gene	NR4A2	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Intellectual developmental disorder with language impairment and early-onset DOPA-responsive dystonia-parkinsonism, MIM# 619911			Dystonia;HP:0001332	31922365		False	3	100;0;0	0.232	True		ENSG00000153234	ENSG00000153234	HGNC:7981													
OPA3	gene	OPA3	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	3-methylglutaconic aciduria, type III, MIM# 258501;developmental delay, hypotonia;dystonia and chorea;ataxia, optic atrophy;spastic paraplegia			Dystonia;HP:0001332	20301646;7510656;2494568;11668429		False	3	100;0;0	0.232	True		ENSG00000125741	ENSG00000125741	HGNC:8142													
PANK2	gene	PANK2	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	pantothenate kinase-associated neurodegeneration;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000125779	ENSG00000125779	HGNC:15894													
PCCA	gene	PCCA	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Propionicacidemia, MIM#	606054"			Dystonia;HP:0001332	30879957		False	3	100;0;0	0.232	True		ENSG00000175198	ENSG00000175198	HGNC:8653													
PCCB	gene	PCCB	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Propionicacidemia, MIM#	606054"			Dystonia;HP:0001332	30879957		False	3	100;0;0	0.232	True		ENSG00000114054	ENSG00000114054	HGNC:8654													
PDGFB	gene	PDGFB	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Basal ganglia calcification, idiopathic, 5 615483			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000100311	ENSG00000100311	HGNC:8800													
PDHA1	gene	PDHA1	Expert Review Green;Literature	Dystonia - complex		Neurology and neurodevelopmental disorders	X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	Pyruvate dehydrogenase E1-alpha deficiency MIM#312170			Dystonia;HP:0001332	20002125		False	3	100;0;0	0.232	True		ENSG00000131828	ENSG00000131828	HGNC:8806													
PDHX	gene	PDHX	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Lacticacidemia due to PDX1 deficiency	MIM#245349"			Dystonia;HP:0001332	20002125;16566017;17152059		False	3	100;0;0	0.232	True		ENSG00000110435	ENSG00000110435	HGNC:21350													
PINK1	gene	PINK1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Parkinson disease 6, early onset;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000158828	ENSG00000158828	HGNC:14581													
PLA2G6	gene	PLA2G6	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	Parkinson disease 14, autosomal recessive 612953;PLA2G6-associated neurodegeneration;Neurodegeneration with brain iron accumulation 2B 610217;Infantile neuroaxonal dystrophy 1 256600			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000184381	ENSG00000184381	HGNC:9039													
PNKP	gene	PNKP	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Ataxia-oculomotor apraxia 4, MIM#	616267"			Dystonia;HP:0001332	28552035;25728773		False	3	100;0;0	0.232	True		ENSG00000039650	ENSG00000039650	HGNC:9154													
POLR3A	gene	POLR3A	Expert list;Expert Review Green	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	"Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism, MIM#	607694;Striatal abnormalities;Dystonia"			Dystonia;HP:0001332	32600288;32373668;31940116;31932101;29618326		False	3	100;0;0	0.232	True		ENSG00000148606	ENSG00000148606	HGNC:30074													
PRKN	gene	PRKN	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	BIALLELIC, autosomal or pseudoautosomal	juvenile parkinsonism/dystonia;Parkinson disease, juvenile, type 2;Dystonia			Dystonia;HP:0001332			False	3	0;0;0	0.232	False		ENSG00000185345	ENSG00000185345	HGNC:8607													
PSEN1	gene	PSEN1	Expert Review Green;Royal Melbourne Hospital	Dystonia - complex		Neurology and neurodevelopmental disorders	MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Frontotemporal dementia, MIM# 600274;Dystonia			Dystonia;HP:0001332	28664294;12810495;15159497;29316780		False	3	100;0;0	0.232	True		ENSG00000080815	ENSG00000080815	HGNC:9508													
